sku_id,date_id,price,sales,revenue
795220,,20.8,,
224076,,968.71,,
1299572,,50.98,,
796663,,40.44,,
1656789,,197.91,,
1654824,,83.12,,
796151,,37.09,,
1848138,,28.24,,
1907433,2024-12-29,18.18,1,18.18
1907433,2024-12-29,18.18,1,18.18
1907433,2024-12-29,18.18,1,18.18
1907433,2024-12-29,18.18,1,18.18
1907433,2024-12-29,18.18,1,18.18
1907433,2024-12-29,18.18,1,18.18
1907433,2024-12-29,18.18,1,18.18
1907433,2024-12-29,18.18,1,18.18
1907433,2024-12-29,18.18,1,18.18
1907433,2024-12-29,18.18,1,18.18
1907433,2024-12-29,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-07,18.18,1,18.18
1907433,2025-01-10,18.18,1,18.18
1907433,2025-01-10,18.18,1,18.18
1907433,2025-01-10,18.18,1,18.18
1907433,2025-01-10,18.18,1,18.18
1907433,2025-01-10,18.18,1,18.18
1907433,2025-01-10,18.18,1,18.18
1907433,2025-01-10,18.18,1,18.18
1907433,2025-01-10,18.18,1,18.18
1907433,2025-01-10,18.18,1,18.18
1907433,2025-01-10,18.18,1,18.18
1907433,2025-01-10,18.18,1,18.18
1907433,2025-01-11,18.18,1,18.18
1907433,2025-01-11,18.18,1,18.18
1907433,2025-01-11,18.18,1,18.18
1907433,2025-01-11,18.18,1,18.18
1907433,2024-12-29,18.18,2,36.36
1907433,2024-12-29,18.18,2,36.36
1907433,2024-12-29,18.18,2,36.36
1907433,2024-12-29,18.18,2,36.36
1907433,2024-12-29,18.18,2,36.36
1907433,2024-12-29,18.18,2,36.36
1907433,2024-12-29,18.18,2,36.36
1907433,2024-12-29,18.18,2,36.36
1907433,2024-12-29,18.18,2,36.36
1907433,2024-12-29,18.18,2,36.36
1907433,2024-12-29,18.18,2,36.36
1907433,2024-12-29,18.18,2,36.36
1907433,2024-12-29,18.18,2,36.36
1907433,2024-12-29,18.18,2,36.36
1907433,2025-01-07,18.18,2,36.36
1907433,2025-01-07,18.18,2,36.36
1907433,2025-01-07,18.18,2,36.36
1907433,2025-01-07,18.18,2,36.36
1907433,2025-01-07,18.18,2,36.36
1907433,2025-01-07,18.18,2,36.36
1907433,2025-01-07,18.18,2,36.36
1907433,2025-01-07,18.18,2,36.36
1907433,2025-01-07,18.18,2,36.36
1907433,2025-01-07,18.18,2,36.36
1907433,2025-01-10,18.18,2,36.36
1907433,2025-01-10,18.18,2,36.36
1907433,2025-01-10,18.18,2,36.36
1907433,2025-01-10,18.18,2,36.36
1907433,2025-01-10,18.18,2,36.36
1907433,2025-01-10,18.18,2,36.36
1907433,2025-01-10,18.18,2,36.36
1907433,2025-01-10,18.18,2,36.36
1907433,2025-01-10,18.18,2,36.36
1907433,2025-01-10,18.18,2,36.36
1907433,2025-01-10,18.18,2,36.36
1907433,2025-01-10,18.18,2,36.36
1907433,2025-01-10,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2025-01-11,18.18,2,36.36
1907433,2024-12-29,18.18,3,54.54
1907433,2024-12-29,18.18,3,54.54
1907433,2024-12-29,18.18,3,54.54
1907433,2024-12-29,18.18,3,54.54
1907433,2024-12-29,18.18,3,54.54
1907433,2024-12-29,18.18,3,54.54
1907433,2024-12-29,18.18,3,54.54
1907433,2024-12-29,18.18,3,54.54
1907433,2024-12-29,18.18,3,54.54
1907433,2024-12-29,18.18,3,54.54
1907433,2024-12-29,18.18,3,54.54
1907433,2025-01-07,18.18,3,54.54
1907433,2025-01-07,18.18,3,54.54
1907433,2025-01-07,18.18,3,54.54
1907433,2025-01-07,18.18,3,54.54
1907433,2025-01-07,18.18,3,54.54
1907433,2025-01-07,18.18,3,54.54
1907433,2025-01-07,18.18,3,54.54
1907433,2025-01-07,18.18,3,54.54
1907433,2025-01-07,18.18,3,54.54
1907433,2025-01-07,18.18,3,54.54
1907433,2025-01-10,18.18,3,54.54
1907433,2025-01-10,18.18,3,54.54
1907433,2025-01-10,18.18,3,54.54
1907433,2025-01-10,18.18,3,54.54
1907433,2025-01-10,18.18,3,54.54
1907433,2025-01-10,18.18,3,54.54
1907433,2025-01-10,18.18,3,54.54
1907433,2025-01-10,18.18,3,54.54
1907433,2025-01-10,18.18,3,54.54
1907433,2025-01-10,18.18,3,54.54
1907433,2025-01-10,18.18,3,54.54
1907433,2025-01-10,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1907433,2025-01-11,18.18,3,54.54
1483124,2024-12-29,45.29,1,45.29
1483124,2024-12-29,45.29,1,45.29
1483124,2024-12-29,45.29,1,45.29
1483124,2024-12-29,45.29,1,45.29
1483124,2024-12-29,45.29,1,45.29
1483124,2024-12-29,45.29,1,45.29
1483124,2024-12-29,45.29,1,45.29
1483124,2024-12-29,45.29,1,45.29
1483124,2024-12-29,45.29,1,45.29
1483124,2024-12-29,45.29,1,45.29
1483124,2024-12-29,45.29,1,45.29
1483124,2024-12-31,45.29,1,45.29
1483124,2024-12-31,45.29,1,45.29
1483124,2024-12-31,45.29,1,45.29
1483124,2024-12-31,45.29,1,45.29
1483124,2024-12-31,45.29,1,45.29
1483124,2024-12-31,45.29,1,45.29
1483124,2024-12-31,45.29,1,45.29
1483124,2024-12-31,45.29,1,45.29
1483124,2024-12-31,45.29,1,45.29
1483124,2024-12-31,45.29,1,45.29
1483124,2024-12-31,45.29,1,45.29
1483124,2024-12-31,45.29,1,45.29
1483124,2024-12-31,45.29,1,45.29
1483124,2025-01-02,45.29,1,45.29
1483124,2025-01-02,45.29,1,45.29
1483124,2025-01-02,45.29,1,45.29
1483124,2025-01-02,45.29,1,45.29
1483124,2025-01-02,45.29,1,45.29
1483124,2025-01-02,45.29,1,45.29
1483124,2025-01-02,45.29,1,45.29
1483124,2025-01-02,45.29,1,45.29
1483124,2025-01-02,45.29,1,45.29
1483124,2025-01-02,45.29,1,45.29
1483124,2025-01-02,45.29,1,45.29
1483124,2025-01-02,45.29,1,45.29
1483124,2025-01-02,45.29,1,45.29
1483124,2025-01-02,45.29,1,45.29
1483124,2025-01-02,45.29,1,45.29
1483124,2025-01-03,45.29,1,45.29
1483124,2025-01-03,45.29,1,45.29
1483124,2025-01-03,45.29,1,45.29
1483124,2025-01-03,45.29,1,45.29
1483124,2025-01-03,45.29,1,45.29
1483124,2025-01-03,45.29,1,45.29
1483124,2025-01-03,45.29,1,45.29
1483124,2025-01-03,45.29,1,45.29
1483124,2025-01-03,45.29,1,45.29
1483124,2025-01-03,45.29,1,45.29
1483124,2025-01-03,45.29,1,45.29
1483124,2025-01-03,45.29,1,45.29
1483124,2025-01-03,45.29,1,45.29
1483124,2025-01-03,45.29,1,45.29
1483124,2025-01-03,45.29,1,45.29
1483124,2025-01-05,45.29,1,45.29
1483124,2025-01-05,45.29,1,45.29
1483124,2025-01-05,45.29,1,45.29
1483124,2025-01-05,45.29,1,45.29
1483124,2025-01-05,45.29,1,45.29
1483124,2025-01-05,45.29,1,45.29
1483124,2025-01-05,45.29,1,45.29
1483124,2025-01-05,45.29,1,45.29
1483124,2025-01-05,45.29,1,45.29
1483124,2025-01-05,45.29,1,45.29
1483124,2025-01-06,45.29,1,45.29
1483124,2025-01-06,45.29,1,45.29
1483124,2025-01-06,45.29,1,45.29
1483124,2025-01-06,45.29,1,45.29
1483124,2025-01-06,45.29,1,45.29
1483124,2025-01-06,45.29,1,45.29
1483124,2025-01-06,45.29,1,45.29
1483124,2025-01-08,45.29,1,45.29
1483124,2025-01-08,45.29,1,45.29
1483124,2025-01-08,45.29,1,45.29
1483124,2025-01-08,45.29,1,45.29
1483124,2025-01-08,45.29,1,45.29
1483124,2025-01-08,45.29,1,45.29
1483124,2025-01-08,45.29,1,45.29
1483124,2025-01-08,45.29,1,45.29
1483124,2025-01-08,45.29,1,45.29
1483124,2025-01-08,45.29,1,45.29
1483124,2025-01-08,45.29,1,45.29
1483124,2025-01-08,45.29,1,45.29
1483124,2025-01-08,45.29,1,45.29
1483124,2025-01-09,45.29,1,45.29
1483124,2025-01-09,45.29,1,45.29
1483124,2025-01-09,45.29,1,45.29
1483124,2025-01-09,45.29,1,45.29
1483124,2025-01-09,45.29,1,45.29
1483124,2025-01-09,45.29,1,45.29
1483124,2025-01-09,45.29,1,45.29
1483124,2025-01-09,45.29,1,45.29
1483124,2025-01-09,45.29,1,45.29
1483124,2025-01-09,45.29,1,45.29
